z,n,name,levelEnergy(MeV),decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,halflife,halflifeUnit,halflifeUncertainty
56,71,127Ba,0.08031999999999999,IT,100,,-8.27e+04,1.14e+01,1.93,s,0.07
56,72,128Ba,0,EC,100,,-8.53E+4,1.61,2.43,d,0.05
56,73,129Ba,0,EC+B+,100,,-8.50E+4,1.05E+1,2.23,h,0.1
56,73,129Ba,0.00842,EC+B+,100,,-8.51e+04,1.05e+01,2.142,h,0.008
56,73,129Ba,0.00842,IT,,,-8.51e+04,1.05e+01,2.142,h,0.008
56,79,135Ba,0.268218,IT,100,,-8.76e+04,2.45e-01,28.12,h,0.06
56,75,131Ba,0,EC+B+,100,,-8.66E+4,4.15E-1,11.52,d,0.01
56,75,131Ba,0.187995,IT,100,,-8.65e+04,4.15e-01,14.26,m,0.09
56,77,133Ba,0,EC,100,,-8.75E+4,9.92E-1,10.536,y,+0.004-0.004
56,77,133Ba,0.288252,IT,99.9896,0.0005,-8.73e+04,9.92e-01,38.87,h,0.07
56,77,133Ba,0.288252,EC,0.0104,0.0005,-8.73e+04,9.92e-01,38.87,h,0.07
56,81,137Ba,0.661659,IT,100,,-8.71e+04,2.48e-01,2.5518,m,0.001
56,83,139Ba,0,B-,100,,-8.49E+4,2.53E-1,82.89,m,0.14
56,84,140Ba,0,B-,100,,-8.32E+4,7.90,12.7526,d,0.0014
56,80,136Ba,2.030535,IT,100,,-8.69e+04,2.45e-01,302.2,ms,6.2
56,89,145Ba,0,B-,100,,-6.75E+4,8.47,3.99,s,0.19
56,85,141Ba,0,B-,100,,-7.97E+4,5.31,18.24,m,0.08
56,86,142Ba,0,B-,100,,-7.78E+4,5.92,10.51,m,0.15
56,87,143Ba,0,B-,100,,-7.39E+4,6.75,14.38,s,0.21
56,88,144Ba,0,B-,100,,-7.17E+4,7.13,11.7,s,0.1
57,60,117La,0,P,100,,-4.62E+4,2.00E+2,21.7,ms,1.8
57,63,120La,0+X,EC+B+,100,,-5.75E+4,3.00E+2,2.8,s,0.2
57,63,120La,0+X,ECP,,,-5.75E+4,3.00E+2,2.8,s,0.2
57,68,125La,0,EC+B+,100,,-7.37E+4,2.59E+1,64.8,s,1.2
57,68,125La,0.107,IT,100,,-7.37e+04,2.60e+01,0.39,s,0.04
57,69,126La,0+X,EC+B+,100,,-7.49E+4,9.05E+1,54,s,2
57,69,126La,0+X,EC+B+,,,-7.49E+4,9.05E+1,50,s,<
57,69,126La,0+X,IT,,,-7.49E+4,9.05E+1,50,s,<
57,64,121La,0,EC+B+,100,,-6.21E+4,3.00E+2,5.3,s,0.2
57,64,121La,0,ECP,,,-6.21E+4,3.00E+2,5.3,s,0.2
57,65,122La,0,EC+B+,100,,-6.45E+4,2.98E+2,8.7,s,0.7
57,65,122La,0,ECP,,,-6.45E+4,2.98E+2,8.7,s,0.7
57,66,123La,0,EC+B+,100,,-6.86E+4,1.96E+2,16.3,s,0.3
57,67,124La,0+X,EC+B+,100,,-7.02E+4,5.66E+1,21,s,4
57,67,124La,0+X,EC+B+,100,,-7.02E+4,5.66E+1,29.21,s,0.17
57,71,128La,0,EC+B+,100,,-7.86E+4,5.44E+1,5.1,m,0.2
57,71,128La,0+X,EC+B+,100,,-7.86E+4,5.44E+1,1.4,m,<
57,72,129La,0,EC+B+,100,,-8.13E+4,2.13E+1,11.6,m,0.2
57,72,129La,0.17233,IT,100,,-8.12e+04,2.13e+01,0.56,s,0.05
57,73,130La,0,EC+B+,100,,-8.16E+4,2.59E+1,8.7,m,0.1
57,74,131La,0,EC+B+,100,,-8.37E+4,2.79E+1,59,m,2
57,70,127La,0,EC+B+,100,,-7.78E+4,2.60E+1,5.1,m,0.1
57,70,127La,0.014199999999999999,EC+B+,100,,-7.79e+04,2.60e+01,3.7,m,0.4
57,79,136La,0,EC+B+,100,,-8.60E+4,5.31E+1,9.87,m,0.03
57,79,136La,0.2595,IT,100,,-8.58e+04,5.32e+01,113,ms,4
57,75,132La,0,EC+B+,100,,-8.37E+4,3.63E+1,4.58,h,0.09
57,75,132La,0.1882,EC+B+,24,,-8.35e+04,3.64e+01,24.3,m,0.5
57,75,132La,0.1882,IT,76,,-8.35e+04,3.64e+01,24.3,m,0.5
57,76,133La,0,EC+B+,100,,-8.54E+4,2.79E+1,3.89,h,0.03
57,77,134La,0,EC+B+,100,,-8.52E+4,1.99E+1,6.45,m,0.16
57,78,135La,0,EC+B+,100,,-8.66E+4,9.43,18.95,h,0.13
57,83,140La,0,B-,100,,-8.43E+4,6.07E-1,40.284,h,0.003
57,84,141La,0,B-,100,,-8.29E+4,4.12,3.93,h,0.03
57,85,142La,0,B-,100,,-8.00E+4,6.28,91.8,m,0.5
57,80,137La,0,EC,100,,-8.71E+4,1.64,6.00e+04,y,2.00e+04
57,81,138La,0,B-,34.5,0.4,-8.65E+4,4.16E-1,1.03e+11,y,1.11e+09
57,81,138La,0,EC+B+,65.5,0.4,-8.65E+4,4.16E-1,1.03e+11,y,1.11e+09
57,86,143La,0,B-,100,,-7.81E+4,7.32,14.09,m,0.07
57,87,144La,0,B-,100,,-7.48E+4,1.29E+1,40.8,s,0.4
57,88,145La,0,B-,100,,-7.28E+4,1.22E+1,24.8,s,2.0
57,89,146La,0,B-,100,,-6.92E+4,1.67,6.1,s,0.3
57,89,146La,0.14150000000000001,B-,100,,-6.91e+04,1.68e+00,9.8,s,0.4
57,89,146La,0.14150000000000001,IT,,,-6.91e+04,1.68e+00,9.8,s,0.4
57,93,150La,0,B-,100,,-5.63E+4,2.51,0.51,s,+0.01-0.022
57,93,150La,0,B-N,2.69,0.34,-5.63E+4,2.51,0.51,s,+0.01-0.022
57,94,151La,0,B-,100,,-5.33E+4,4.35E+2,0.457,s,+0.03-0.018
57,94,151La,0,B-N,,,-5.33E+4,4.35E+2,0.457,s,+0.03-0.018
57,95,152La,0,B-,100,,-4.92E+4,3.00E+2,298,ms,+6-23
57,95,152La,0,B-N,,,-4.92E+4,3.00E+2,298,ms,+6-23
57,96,153La,0,B-,100,,-4.60E+4,3.00E+2,244,ms,18
57,96,153La,0,B-N,,,-4.60E+4,3.00E+2,244,ms,18
57,90,147La,0,B-,100,,-6.66E+4,1.07E+1,4.024,s,0.011
57,90,147La,0,B-N,0.043,0.004,-6.66E+4,1.07E+1,4.024,s,0.011
57,91,148La,0,B-,100,,-6.27E+4,1.94E+1,1.411,s,0.028
57,91,148La,0,B-N,0.192,,-6.27E+4,1.94E+1,1.411,s,0.028
57,92,149La,0,B-,100,,-6.02E+4,2.00E+2,1.085,s,0.026
57,92,149La,0,B-N,1.41,0.33,-6.02E+4,2.00E+2,1.085,s,0.026
57,97,154La,0,B-,100,,-4.15E+4,3.00E+2,163,ms,15
57,97,154La,0,B-N,,,-4.15E+4,3.00E+2,163,ms,15
57,97,154La,0,B-2N,,,-4.15E+4,3.00E+2,163,ms,15
57,98,155La,0,B-,100,,-3.79E+4,4.00E+2,100,ms,25
57,98,155La,0,B-N,,,-3.79E+4,4.00E+2,100,ms,25
57,98,155La,0,B-2N,,,-3.79E+4,4.00E+2,100,ms,25
57,99,156La,0,B-,100,,-3.30E+4,4.00E+2,84,ms,78
57,99,156La,0,B-N,,,-3.30E+4,4.00E+2,84,ms,78
57,99,156La,0,B-2N,,,-3.30E+4,4.00E+2,84,ms,78
57,100,157La,0,B-,100,,-2.90E+4,3.00E+2,,,
57,100,157La,0,B-N,,,-2.90E+4,3.00E+2,,,
57,100,157La,0,B-2N,,,-2.90E+4,3.00E+2,,,
58,100,158Ce,0,B-,100,,-3.65E+4,4.00E+2,99,ms,93
58,100,158Ce,0,B-N,,,-3.65E+4,4.00E+2,99,ms,93
58,63,121Ce,0,EC+B+,100,,-5.26E+4,4.01E+2,1.1,s,0.1
58,63,121Ce,0,ECP,1,,-5.26E+4,4.01E+2,1.1,s,0.1
58,64,122Ce,0,EC+B+,100,,-5.78E+4,4.01E+2,,,
58,64,122Ce,0,ECP,,,-5.78E+4,4.01E+2,,,
58,69,127Ce,0,EC+B+,100,,-7.19E+4,2.88E+1,34,s,2
58,69,127Ce,0.0073,EC+B+,100,,-7.20e+04,2.89e+01,28.6,s,0.7
58,65,123Ce,0,EC+B+,100,,-6.02E+4,2.98E+2,3.8,s,0.2
58,65,123Ce,0,ECP,,,-6.02E+4,2.98E+2,3.8,s,0.2
58,66,124Ce,0,EC+B+,100,,-6.49E+4,2.98E+2,9.1,s,2.3
58,67,125Ce,0,EC+B+,100,,-6.66E+4,1.96E+2,9.7,s,0.3
58,67,125Ce,0,ECP,,,-6.66E+4,1.96E+2,9.7,s,0.3
58,67,125Ce,0.0936,IT,100,,-6.66e+04,1.96e+02,&asymp;3,s,
58,68,126Ce,0,EC+B+,100,,-7.08E+4,2.79E+1,51,s,0.4
58,72,130Ce,0,EC+B+,100,,-7.94E+4,2.79E+1,22.9,m,0.5
58,73,131Ce,0,EC+B+,100,,-7.97E+4,3.28E+1,10.3,m,0.3
58,73,131Ce,0.06309000000000001,EC+B+,100,,-7.96e+04,3.28e+01,5,m,1
58,74,132Ce,0,EC+B+,100,,-8.24E+4,2.04E+1,3.51,h,0.11
58,75,133Ce,0,EC+B+,100,,-8.24E+4,1.63E+1,97,m,4
58,75,133Ce,0.037200000000000004,EC+B+,100,,-8.24e+04,1.64e+01,5.326,h,0.011
58,75,133Ce,0.037200000000000004,IT,,,-8.24e+04,1.64e+01,5.326,h,0.011
58,70,128Ce,0,EC+B+,100,,-7.55E+4,2.79E+1,4,m,0.1
58,71,129Ce,0,EC+B+,100,,-7.62E+4,2.79E+1,3.5,m,0.3
58,76,134Ce,0,EC,100,,-8.48E+4,2.03E+1,3.22,d,0.04
58,77,135Ce,0,EC+B+,100,,-8.46E+4,1.02E+1,17.7,h,0.2
58,77,135Ce,0.44581,IT,100,,-8.42e+04,1.03e+01,20,s,1
58,79,137Ce,0,EC+B+,100,,-8.59E+4,3.60E-1,9.11,h,0.03
58,79,137Ce,0.25429,IT,99.23,0.02,-8.57e+04,3.60e-01,34.8,h,0.03
58,79,137Ce,0.25429,EC+B+,0.77,0.02,-8.57e+04,3.60e-01,34.8,h,0.03
58,83,141Ce,0,B-,100,,-8.54E+4,1.31,32.504,d,0.011
58,85,143Ce,0,B-,100,,-8.16E+4,2.44,33.037,h,0.008
58,86,144Ce,0,B-,100,,-8.04E+4,2.83,284.886,d,0.03
58,80,138Ce,2.12928,IT,100,,-8.54e+04,4.99e-01,8.73,ms,0.2
58,81,139Ce,0,EC,100,,-8.69E+4,2.08,137.64,d,0.02
58,81,139Ce,0.75424,IT,100,,-8.62e+04,2.09e+00,57.58,s,0.32
58,87,145Ce,0,B-,100,,-7.70E+4,3.39E+1,3.02,m,0.05
58,88,146Ce,0,B-,100,,-7.56E+4,1.46E+1,13.22,m,0.09
58,89,147Ce,0,B-,100,,-7.20E+4,8.58,56.4,s,1.1
58,94,152Ce,0,B-,100,,-5.89E+4,2.00E+2,1.42,s,0.02
58,95,153Ce,0,B-,100,,-5.49E+4,2.00E+2,865,ms,25
58,95,153Ce,0,B-N,,,-5.49E+4,2.00E+2,865,ms,25
58,96,154Ce,0,B-,100,,-5.22E+4,2.00E+2,722,ms,14
58,96,154Ce,0,B-N,,,-5.22E+4,2.00E+2,722,ms,14
58,97,155Ce,0,B-,100,,-4.77E+4,3.00E+2,313,ms,7
58,97,155Ce,0,B-N,,,-4.77E+4,3.00E+2,313,ms,7
58,90,148Ce,0,B-,100,,-7.03E+4,1.11E+1,56.8,s,0.3
58,91,149Ce,0,B-,100,,-6.66E+4,1.02E+1,5.2,s,0.3
58,92,150Ce,0,B-,100,,-6.48E+4,1.16E+1,6.05,s,0.07
58,93,151Ce,0,B-,100,,-6.12E+4,1.76E+1,1.74,s,0.05
58,98,156Ce,0,B-,100,,-4.48E+4,3.00E+2,233,ms,9
58,98,156Ce,0,B-N,,,-4.48E+4,3.00E+2,233,ms,9
58,99,157Ce,0,B-,100,,-3.99E+4,4.00E+2,175,ms,41
58,99,157Ce,0,B-N,,,-3.99E+4,4.00E+2,175,ms,41
59,100,159Pr,0,B-,100,,-4.07E+4,4.00E+2,134,ms,43
59,100,159Pr,0,B-N,,,-4.07E+4,4.00E+2,134,ms,43
59,101,160Pr,0,B-,100,,-3.62E+4,4.00E+2,170,ms,140
59,101,160Pr,0,B-N,,,-3.62E+4,4.00E+2,170,ms,140
59,101,160Pr,0,B-2N,,,-3.62E+4,4.00E+2,170,ms,140
59,102,161Pr,0,B-,100,,-3.24E+4,5.00E+2,,,
59,102,161Pr,0,B-N,,,-3.24E+4,5.00E+2,,,
59,102,161Pr,0,B-2N,,,-3.24E+4,5.00E+2,,,
59,85,144Pr,0,B-,100,,-8.07E+4,2.70,17.28,m,0.03
59,85,144Pr,0.05903,IT,99.93,,-8.07e+04,2.71e+00,7.2,m,0.3
59,85,144Pr,0.05903,B-,0.07,,-8.07e+04,2.71e+00,7.2,m,0.3
59,84,143Pr,0,B-,100,,-8.30E+4,1.81,13.57,d,0.02
59,87,146Pr,0,B-,100,,-7.66E+4,3.43E+1,24.09,m,0.1
59,86,145Pr,0,B-,100,,-7.96E+4,7.14,5.982,h,0.009
59,81,140Pr,0,EC+B+,100,,-8.46E+4,6.14,3.39,m,0.01
59,80,139Pr,0,EC+B+,100,,-8.48E+4,3.64,4.41,h,0.04
59,83,142Pr,0,B-,99.9836,0.0008,-8.37E+4,1.49,19.12,h,0.04
59,83,142Pr,0,EC,0.0164,0.0008,-8.37E+4,1.49,19.12,h,0.04
59,83,142Pr,0.0036940000000000002,IT,100,,-8.38e+04,1.50e+00,14.6,m,0.5
59,89,148Pr,0,β⁻,100,,-7.25E+4,1.50E+1,2.29,m,0.02
59,89,148Pr,0.0768,β⁻,64,10,-7.25e+04,1.50e+01,2.01,m,0.07
59,89,148Pr,0.0768,IT,36,10,-7.25e+04,1.50e+01,2.01,m,0.07
59,88,147Pr,0,B-,100,,-7.54E+4,1.58E+1,13.35,m,0.1
59,90,149Pr,0,B-,100,,-7.10E+4,9.87,2.26,m,0.07
59,96,155Pr,0,B-,100,,-5.54E+4,1.71E+1,1.47,s,0.03
59,96,155Pr,0,B-N,,,-5.54E+4,1.71E+1,1.47,s,0.03
59,95,154Pr,0,B-,100,,-5.78E+4,1.00E+2,2.3,s,0.09
59,95,154Pr,0,B-N,,,-5.78E+4,1.00E+2,2.3,s,0.09
59,98,157Pr,0,B-,100,,-4.84E+4,3.16,295,ms,+29-11
59,98,157Pr,0,B-N,,,-4.84E+4,3.16,295,ms,+29-11
59,97,156Pr,0,B-,100,,-5.14E+4,1.02,444,ms,6
59,97,156Pr,0,B-N,,,-5.14E+4,1.02,444,ms,6
59,92,151Pr,0,B-,100,,-6.67E+4,1.16E+1,18.9,s,0.07
59,91,150Pr,0,B-,100,,-6.83E+4,9.01,6.19,s,0.16
59,94,153Pr,0,B-,100,,-6.15E+4,1.18E+1,4.29,s,0.07
59,94,153Pr,0,B-N,,,-6.15E+4,1.18E+1,4.29,s,0.07
59,93,152Pr,0,B-,100,,-6.37E+4,1.85E+1,3.57,s,0.18
59,99,158Pr,0,B-,100,,-4.41E+4,3.00E+2,181,ms,14
59,99,158Pr,0,B-N,,,-4.41E+4,3.00E+2,181,ms,14
59,62,121Pr,0,P,100,,-4.15E+4,5.00E+2,10,ms,+6-3
59,65,124Pr,0,EC+B+,100,,-5.31E+4,4.01E+2,1.2,s,0.2
59,65,124Pr,0,ECP,,,-5.31E+4,4.01E+2,1.2,s,0.2
59,67,126Pr,0,EC+B+,100,,-6.03E+4,1.96E+2,3.12,s,0.18
59,67,126Pr,0,ECP,,,-6.03E+4,1.96E+2,3.12,s,0.18
59,66,125Pr,0,EC+B+,100,,-5.80E+4,3.00E+2,3.3,s,0.7
59,66,125Pr,0,ECP,,,-5.80E+4,3.00E+2,3.3,s,0.7
59,69,128Pr,0,EC+B+,100,,-6.63E+4,2.98E+1,2.8,s,0.1
59,69,128Pr,0,ECP,,,-6.63E+4,2.98E+1,2.8,s,0.1
59,68,127Pr,0,EC+B+,100,,-6.45E+4,1.96E+2,4.2,s,0.3
59,68,127Pr,0,ECP,,,-6.45E+4,1.96E+2,4.2,s,0.3
59,74,133Pr,0,EC+B+,100,,-7.79E+4,1.24E+1,6.5,m,0.3
59,74,133Pr,0.19212,IT,100,,-7.77e+04,1.25e+01,1.1,s,0.2
59,73,132Pr,0,EC+B+,100,,-7.52E+4,2.88E+1,1.6,m,0.3
59,76,135Pr,0,EC+B+,100,,-8.09E+4,1.18E+1,25.4,m,0.5
59,75,134Pr,0,EC+B+,100,,-7.85E+4,2.03E+1,17,m,2
59,75,134Pr,0.06770000000000001,EC+B+,100,,-7.85e+04,2.03e+01,&asymp;11,m,
59,70,129Pr,0,EC+B+,100,,-6.97E+4,2.98E+1,31,s,2
59,72,131Pr,0,EC+B+,100,,-7.43E+4,4.69E+1,1.49,m,0.02
59,72,131Pr,0.1524,IT,96.4,1.2,-7.41e+04,4.70e+01,5.7,s,0.2
59,72,131Pr,0.1524,EC+B+,3.6,1.2,-7.41e+04,4.70e+01,5.7,s,0.2
59,71,130Pr,0+X,EC+B+,100,,-7.11E+4,6.42E+1,40,s,0.4
59,71,130Pr,0+X,EC+B+,,,-7.11E+4,6.42E+1,,,
59,78,137Pr,0,EC+B+,100,,-8.32E+4,8.13,1.28,h,0.03
59,77,136Pr,0,EC+B+,100,,-8.13E+4,1.14E+1,13.1,m,0.1
59,79,138Pr,0,EC+B+,100,,-8.31E+4,1.00E+1,1.45,m,0.04
59,79,138Pr,0.364,EC+B+,100,,-8.28e+04,1.00e+01,2.03,h,0.02
60,103,163Nd,0,B-,100,,-3.40E+4,5.00E+2,,,
60,103,163Nd,0,B-N,,,-3.40E+4,5.00E+2,,,
60,101,161Nd,0,B-,100,,-4.22E+4,4.00E+2,215,ms,76
60,101,161Nd,0,B-N,,,-4.22E+4,4.00E+2,215,ms,76
60,102,162Nd,0,B-,100,,-3.90E+4,4.00E+2,310,ms,20
60,102,162Nd,0,B-N,,,-3.90E+4,4.00E+2,310,ms,20
60,100,160Nd,0,B-,100,,-4.67E+4,4.65E+1,439,ms,37
60,100,160Nd,0,B-N,,,-4.67E+4,4.65E+1,439,ms,37
60,74,134Nd,0,EC+B+,100,,-7.56E+4,1.18E+1,8.5,m,1.5
60,73,133Nd,0,EC+B+,100,,-7.23E+4,4.65E+1,70,s,10
60,73,133Nd,0.12797,EC+B+,,,-7.22e+04,4.66e+01,&asymp;70,s,
60,73,133Nd,0.12797,IT,,,-7.22e+04,4.66e+01,&asymp;70,s,
60,72,132Nd,0,EC+B+,100,,-7.14E+4,2.42E+1,94,s,8
60,71,131Nd,0,EC+B+,100,,-6.77E+4,2.75E+1,25.4,s,0.9
60,71,131Nd,0,ECP,,,-6.77E+4,2.75E+1,25.4,s,0.9
60,70,130Nd,0,EC+B+,100,,-6.65E+4,2.79E+1,21,s,3
60,79,139Nd,0,EC+B+,100,,-8.20E+4,2.75E+1,29.7,m,0.5
60,79,139Nd,0.23116,EC+B+,87,1,-8.18e+04,2.75e+01,5.5,h,0.2
60,79,139Nd,0.23116,IT,13,1,-8.18e+04,2.75e+01,5.5,h,0.2
60,78,138Nd,0,EC+B+,100,,-8.20E+4,1.16E+1,5.11,h,0.08
60,77,137Nd,0,EC+B+,100,,-7.95E+4,1.17E+1,38.5,m,1.5
60,77,137Nd,0.51943,IT,100,,-7.91e+04,1.17e+01,1.6,s,0.15
60,76,136Nd,0,EC+B+,100,,-7.91E+4,1.18E+1,50.65,m,0.33
60,75,135Nd,0,EC+B+,100,,-7.62E+4,1.91E+1,12.4,m,0.6
60,75,135Nd,0.06495000000000001,EC+B+,100,,-7.61e+04,1.91e+01,5.5,m,0.5
60,75,135Nd,0.06495000000000001,IT,,,-7.61e+04,1.91e+01,5.5,m,0.5
60,84,144Nd,0,A,100,,-8.37E+4,1.25,2.29e+15,y,1.59e+14
60,81,141Nd,0,EC+B+,100,,-8.41E+4,3.18,2.49,h,0.03
60,81,141Nd,0.75651,IT,99.95,,-8.34e+04,3.18e+00,62,s,0.8
60,81,141Nd,0.75651,EC+B+,0.05,,-8.34e+04,3.18e+00,62,s,0.8
60,80,140Nd,0,EC,100,,-8.42E+4,3.26,3.37,d,0.02
60,89,149Nd,0,B-,100,,-7.43E+4,2.05,1.728,h,0.002
60,87,147Nd,0,B-,100,,-7.81E+4,1.27,11.12,d,0.07
60,96,156Nd,0,B-,100,,-6.02E+4,1.30,5.27,s,0.23
60,95,155Nd,0,B-,100,,-6.22E+4,9.15,8.9,s,0.2
60,94,154Nd,0,B-,100,,-6.55E+4,1.02,25.9,s,0.2
60,93,153Nd,0,B-,100,,-6.73E+4,2.74,31.6,s,1.0
60,92,152Nd,0,B-,100,,-7.01E+4,2.44E+1,11.4,m,0.2
60,91,151Nd,0,B-,100,,-7.09E+4,1.13,12.44,m,0.07
60,90,150Nd,0,2B-,100,,-7.36E+4,1.12,9.30e+18,y,7.00e+17
60,99,159Nd,0,B-,100,,-4.97E+4,2.98E+1,485,ms,+39-20
60,99,159Nd,0,B-N,,,-4.97E+4,2.98E+1,485,ms,+39-20
60,98,158Nd,0,B-,100,,-5.38E+4,1.30,820,ms,+15-36
60,98,158Nd,0,B-N,,,-5.38E+4,1.30,820,ms,+15-36
60,97,157Nd,0,B-,100,,-5.64E+4,2.13,1.16,s,0.02
60,69,129Nd,0,EC+B+,100,,-6.23E+4,2.02E+2,6.7,s,0.4
60,69,129Nd,0,ECP,,,-6.23E+4,2.02E+2,6.7,s,0.4
60,69,129Nd,0+X,EC+B+,,,-6.23E+4,2.02E+2,2.6,s,0.4
60,69,129Nd,0+X,ECP,,,-6.23E+4,2.02E+2,2.6,s,0.4
60,69,129Nd,0+X,IT,,,-6.23E+4,2.02E+2,2.6,s,0.4
60,68,128Nd,0,EC+B+,100,,-6.05E+4,2.00E+2,,,
60,68,128Nd,0,ECP,,,-6.05E+4,2.00E+2,,,
60,67,127Nd,0,EC+B+,100,,-5.59E+4,3.00E+2,1.8,s,0.4
60,67,127Nd,0,ECP,,,-5.59E+4,3.00E+2,1.8,s,0.4
60,66,126Nd,0,EC+B+,100,,-5.33E+4,3.00E+2,,,
60,66,126Nd,0,ECP,,,-5.33E+4,3.00E+2,,,
60,65,125Nd,0,EC+B+,100,,-4.80E+4,4.00E+2,0.65,s,0.15
60,65,125Nd,0,ECP,,,-4.80E+4,4.00E+2,0.65,s,0.15
61,69,130Pm,0,EC+B+,100,,-5.54E+4,2.00E+2,2.6,s,0.2
61,69,130Pm,0,ECP,,,-5.54E+4,2.00E+2,2.6,s,0.2
61,68,129Pm,0,EC+B+,100,,-5.31E+4,3.00E+2,2.4,s,0.9
61,68,129Pm,0,ECP,,,-5.31E+4,3.00E+2,2.4,s,0.9
61,68,129Pm,0,P,,,-5.31E+4,3.00E+2,2.4,s,0.9
61,67,128Pm,0,EC+B+,100,,-4.82E+4,3.00E+2,1,s,0.3
61,67,128Pm,0,ECP,,,-4.82E+4,3.00E+2,1,s,0.3
61,75,136Pm,0,EC+B+,100,,-7.11E+4,6.90E+1,107,s,6
61,75,136Pm,0.28,EC+B+,100,,-7.09e+04,6.91e+01,5,m,0.8333333333333334
61,74,135Pm,0+X,EC+B+,100,,-7.00E+4,8.29E+1,49,s,3
61,74,135Pm,0+X,EC+B+,100,,-7.00E+4,8.29E+1,45,s,+4-5
61,73,134Pm,0,EC+B+,100,,-6.67E+4,4.19E+1,&asymp;5,s,
61,73,134Pm,0+X,EC+B+,100,,-6.67E+4,4.19E+1,24,s,1
61,72,133Pm,0,EC+B+,100,,-6.54E+4,5.03E+1,14,s,2
61,72,133Pm,0.12969999999999998,EC+B+,,,-6.53e+04,5.03e+01,8.8,s,<
61,72,133Pm,0.12969999999999998,IT,,,-6.53e+04,5.03e+01,8.8,s,<
61,71,132Pm,0,EC+B+,100,,-6.16E+4,1.49E+2,6.9,s,1.9
61,71,132Pm,0,ECP,0.00005,,-6.16E+4,1.49E+2,6.9,s,1.9
61,70,131Pm,0,EC+B+,100,,-5.97E+4,2.00E+2,6.3,s,0.8
61,79,140Pm,0,EC+B+,100,,-7.82E+4,2.42E+1,9.2,s,0.2
61,79,140Pm,0.431,EC+B+,100,,-7.78e+04,2.42e+01,5.84,m,0.09
61,78,139Pm,0,EC+B+,100,,-7.75E+4,1.35E+1,4.14,m,0.05
61,78,139Pm,0.18869999999999998,IT,100,,-7.73e+04,1.36e+01,180,ms,20
61,77,138Pm,0,EC+B+,100,,-7.49E+4,1.16E+1,3.25,m,0.05
61,76,137Pm,0,EC+B+,100,,-7.40E+4,1.30E+1,,,
61,76,137Pm,0.16,EC+B+,100,,-7.39e+04,1.30e+01,2.4,m,0.1
61,86,147Pm,0,B-,100,,-7.90E+4,1.28,2.62344,y,0.00022
61,85,146Pm,0,B-,34.3,1.5,-7.94E+4,4.27,5.53,y,0.05
61,85,146Pm,0,EC,65.7,1.5,-7.94E+4,4.27,5.53,y,0.05
61,84,145Pm,0,EC,100,,-8.12E+4,2.80,17.7,y,0.4
61,84,145Pm,0,A,2.8e-7,,-8.12E+4,2.80,17.7,y,0.4
61,83,144Pm,0,EC,100,,-8.14E+4,2.91,363,d,14
61,82,143Pm,0,EC+B+,100,,-8.29E+4,2.94,265,d,7
61,81,142Pm,0,EC+B+,100,,-8.11E+4,2.35E+1,40.5,s,0.4
61,80,141Pm,0,EC+B+,100,,-8.05E+4,1.39E+1,20.9,m,0.05
61,89,150Pm,0,B-,100,,-7.35E+4,2.00E+1,2.698,h,0.015
61,88,149Pm,0,B-,100,,-7.60E+4,2.18,53.08,h,0.05
61,87,148Pm,0,B-,100,,-7.68E+4,5.69,5.368,d,0.007
61,87,148Pm,0.1379,B-,95.8,0.6,-7.67e+04,5.69e+00,41.29,d,0.11
61,87,148Pm,0.1379,IT,4.2,0.6,-7.67e+04,5.69e+00,41.29,d,0.11
61,97,158Pm,0,B-,100,,-5.91E+4,8.88E-1,4.8,s,0.5
61,96,157Pm,0,B-,100,,-6.22E+4,7.00,10.56,s,0.1
61,95,156Pm,0,B-,100,,-6.41E+4,1.18,27.8,s,0.8
61,95,156Pm,0.15030000000000002,IT,98,,-6.40e+04,1.19e+00,5,s,<
61,95,156Pm,0.15030000000000002,B-,2,,-6.40e+04,1.19e+00,5,s,<
61,94,155Pm,0,B-,100,,-6.69E+4,4.71,41.5,s,0.2
61,93,154Pm,0,B-,100,,-6.82E+4,2.50E+1,2.68,m,0.07
61,93,154Pm,0.198,B-,100,,-6.81e+04,2.50e+01,1.7,m,0.1
61,92,153Pm,0,B-,100,,-7.06E+4,9.06,5.25,m,0.02
61,91,152Pm,0,B-,100,,-7.12E+4,2.59E+1,4.1,m,0.1
61,91,152Pm,0.15,B-,100,,-7.11e+04,2.59e+01,7.52,m,0.07
61,91,152Pm,0+X,B-,100,,-7.12E+4,2.59E+1,15,m,1
61,91,152Pm,0+X,IT,,,-7.12E+4,2.59E+1,15,m,1
61,90,151Pm,0,B-,100,,-7.33E+4,4.61,28.4,h,0.04
61,99,160Pm,0,B-,100,,-5.28E+4,2.04,0.725,s,0.057
61,99,160Pm,0,B-N,0.1,,-5.28E+4,2.04,0.725,s,0.057
61,99,160Pm,0.191,B-,,,-5.27e+04,2.05e+00,700,ms,>
61,99,160Pm,0.191,IT,,,-5.27e+04,2.05e+00,700,ms,>
61,98,159Pm,0,B-,100,,-5.65E+4,1.00E+1,1.634,s,0.04
61,98,159Pm,0,B-N,0.6,,-5.65E+4,1.00E+1,1.634,s,0.04
61,104,165Pm,0,B-,100,,-3.46E+4,5.00E+2,0.297,s,+0.111-0.101
